REF_DATE,GEO,Gender,Sociodemographic_characteristics,Indicators,VALUE
2022-04,Canada (excluding territories),Women,Latin American,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Southeast Asian,Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Southeast Asian,Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Southeast Asian,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,West Asian,Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,West Asian,Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,West Asian,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Korean,Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Korean,Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Korean,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Japanese,Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Japanese,Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Japanese,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,"Visible minority, not included elsewhere",Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,"Visible minority, not included elsewhere",Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,"Visible minority, not included elsewhere",Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Multiple visible minorities,Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Multiple visible minorities,Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Multiple visible minorities,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Not a visible minority,Excellent or very good perceived mental health,44.2
2022-04,Canada (excluding territories),Women,Not a visible minority,Good perceived mental health,33.3
2022-04,Canada (excluding territories),Women,Not a visible minority,Fair or poor perceived mental health,22.5
2022-04,Canada (excluding territories),Women,"Total, by Indigenous identity",Excellent or very good perceived mental health,44.8
2022-04,Canada (excluding territories),Women,"Total, by Indigenous identity",Good perceived mental health,33.2
2022-04,Canada (excluding territories),Women,"Total, by Indigenous identity",Fair or poor perceived mental health,22
2022-04,Canada (excluding territories),Women,Indigenous identity,Excellent or very good perceived mental health,33.1
2022-04,Canada (excluding territories),Women,Indigenous identity,Good perceived mental health,30.3
2022-04,Canada (excluding territories),Women,Indigenous identity,Fair or poor perceived mental health,36.6
2022-04,Canada (excluding territories),Women,Single Indigenous identity,Excellent or very good perceived mental health,32.6
2022-04,Canada (excluding territories),Women,Single Indigenous identity,Good perceived mental health,30.4
2022-04,Canada (excluding territories),Women,Single Indigenous identity,Fair or poor perceived mental health,37
2022-04,Canada (excluding territories),Women,First Nations,Excellent or very good perceived mental health,38.9
2022-04,Canada (excluding territories),Women,First Nations,Good perceived mental health,34.5
2022-04,Canada (excluding territories),Women,First Nations,Fair or poor perceived mental health,26.6
2022-04,Canada (excluding territories),Women,Métis,Excellent or very good perceived mental health,27.1
2022-04,Canada (excluding territories),Women,Métis,Good perceived mental health,25.9
2022-04,Canada (excluding territories),Women,Métis,Fair or poor perceived mental health,47
2022-04,Canada (excluding territories),Women,Inuk (Inuit),Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Inuk (Inuit),Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Inuk (Inuit),Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Multiple Indigenous identities,Excellent or very good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Multiple Indigenous identities,Good perceived mental health,NA
2022-04,Canada (excluding territories),Women,Multiple Indigenous identities,Fair or poor perceived mental health,NA
2022-04,Canada (excluding territories),Women,Non-Indigenous identity,Excellent or very good perceived mental health,45.2
2022-04,Canada (excluding territories),Women,Non-Indigenous identity,Good perceived mental health,33.3
2022-04,Canada (excluding territories),Women,Non-Indigenous identity,Fair or poor perceived mental health,21.5
2022-04,Canada (excluding territories),Women,"Total, persons with and without a disability, difficulty or long-term condition",Excellent or very good perceived mental health,44.8
2022-04,Canada (excluding territories),Women,"Total, persons with and without a disability, difficulty or long-term condition",Good perceived mental health,33.2
2022-04,Canada (excluding territories),Women,"Total, persons with and without a disability, difficulty or long-term condition",Fair or poor perceived mental health,22
2022-04,Canada (excluding territories),Women,"Persons with a disability, difficulty or long-term condition",Excellent or very good perceived mental health,29.2
2022-04,Canada (excluding territories),Women,"Persons with a disability, difficulty or long-term condition",Good perceived mental health,35.2
2022-04,Canada (excluding territories),Women,"Persons with a disability, difficulty or long-term condition",Fair or poor perceived mental health,35.7
2022-04,Canada (excluding territories),Women,"Persons without a disability, difficulty or long-term condition",Excellent or very good perceived mental health,57.7
2022-04,Canada (excluding territories),Women,"Persons without a disability, difficulty or long-term condition",Good perceived mental health,31.6
2022-04,Canada (excluding territories),Women,"Persons without a disability, difficulty or long-term condition",Fair or poor perceived mental health,10.7
2022-04,Canada (excluding territories),Women,"Total, LGBTQ2+ and non-LGBTQ2+ people",Excellent or very good perceived mental health,44.8
2022-04,Canada (excluding territories),Women,"Total, LGBTQ2+ and non-LGBTQ2+ people",Good perceived mental health,33.2
2022-04,Canada (excluding territories),Women,"Total, LGBTQ2+ and non-LGBTQ2+ people",Fair or poor perceived mental health,22
2022-04,Canada (excluding territories),Women,LGBTQ2+ people,Excellent or very good perceived mental health,26.7
2022-04,Canada (excluding territories),Women,LGBTQ2+ people,Good perceived mental health,28.1
2022-04,Canada (excluding territories),Women,LGBTQ2+ people,Fair or poor perceived mental health,45.2
2022-04,Canada (excluding territories),Women,Non-LGBTQ2+ people,Excellent or very good perceived mental health,46.2
2022-04,Canada (excluding territories),Women,Non-LGBTQ2+ people,Good perceived mental health,33.6
2022-04,Canada (excluding territories),Women,Non-LGBTQ2+ people,Fair or poor perceived mental health,20.2
2022-04,Canada (excluding territories),Women,"Total, highest certificate, diploma or degree",Excellent or very good perceived mental health,44.8
2022-04,Canada (excluding territories),Women,"Total, highest certificate, diploma or degree",Good perceived mental health,33.2
2022-04,Canada (excluding territories),Women,"Total, highest certificate, diploma or degree",Fair or poor perceived mental health,22
2022-04,Canada (excluding territories),Women,"No certificate, diploma or degree",Excellent or very good perceived mental health,47.5
2022-04,Canada (excluding territories),Women,"No certificate, diploma or degree",Good perceived mental health,31.2
2022-04,Canada (excluding territories),Women,"No certificate, diploma or degree",Fair or poor perceived mental health,21.3
2022-04,Canada (excluding territories),Women,Secondary (high) school diploma or equivalency certificate,Excellent or very good perceived mental health,42
2022-04,Canada (excluding territories),Women,Secondary (high) school diploma or equivalency certificate,Good perceived mental health,33.1
2022-04,Canada (excluding territories),Women,Secondary (high) school diploma or equivalency certificate,Fair or poor perceived mental health,24.9
2022-04,Canada (excluding territories),Women,"Postsecondary certificate, diploma or degree",Excellent or very good perceived mental health,45.3
2022-04,Canada (excluding territories),Women,"Postsecondary certificate, diploma or degree",Good perceived mental health,33.8
2022-04,Canada (excluding territories),Women,"Postsecondary certificate, diploma or degree",Fair or poor perceived mental health,20.9
2022-04,Canada (excluding territories),Women,Postsecondary certificate or diploma below bachelor level,Excellent or very good perceived mental health,44.8
2022-04,Canada (excluding territories),Women,Postsecondary certificate or diploma below bachelor level,Good perceived mental health,34.2
2022-04,Canada (excluding territories),Women,Postsecondary certificate or diploma below bachelor level,Fair or poor perceived mental health,21
